app_name,platform,date,user_name,rating,review_content
gojek,Google Play,2025-06-07 03:35:01,Pengguna Google,5,Pelayanan baik
gojek,Google Play,2025-06-07 03:32:55,Pengguna Google,5,aplikasi bagus membantu semua kalangan dalam beraktifitas
gojek,Google Play,2025-06-07 03:02:21,Pengguna Google,1,"mahal ongkir ny anjir , klo di GRAB yg 55 menit itu 2/4 rebu klo di grab 16 rebu"
gojek,Google Play,2025-06-07 02:54:24,Pengguna Google,5,sangat membantu
gojek,Google Play,2025-06-07 02:30:24,Pengguna Google,5,suka
gojek,Google Play,2025-06-07 02:24:57,Pengguna Google,5,driver sopan
gojek,Google Play,2025-06-07 02:22:53,Pengguna Google,5,so good
gojek,Google Play,2025-06-07 02:22:21,Pengguna Google,5,Mantap
gojek,Google Play,2025-06-07 02:19:25,Pengguna Google,1,"Tambahkan mode gelap dan ukuran font pada pengaturan aplikasi gojek ini, untuk mendukung saya menggunakan aplikasi ini."
gojek,Google Play,2025-06-07 01:46:43,Pengguna Google,5,mantap
gojek,Google Play,2025-06-07 01:45:44,Pengguna Google,1,"burukkk kaliii kali order makan disini , dapet drivernya lama banget , gak bisa di cancel karena lama padahaln driver blm di resto bahkan belm menuju resto , buruk banget ni kak maap bgt 🙏"
gojek,Google Play,2025-06-07 01:29:22,Pengguna Google,5,Oi gojek suka menolong
gojek,Google Play,2025-06-07 01:25:04,Pengguna Google,1,pesanan gofood saya selalu dibatalkan krna saya bayar pakai tunai dan selalu lama mencari driver saat memesan makanan saat menggunakan pembayaran tunai. ini sangat mengganggu
gojek,Google Play,2025-06-07 00:51:39,Pengguna Google,5,mantap sangat membantu
gojek,Google Play,2025-06-07 00:51:39,Pengguna Google,5,mantap
gojek,Google Play,2025-06-07 00:35:33,Pengguna Google,3,"lama ketika pesan makan beda dengan shope food, padahal resto deket karna kelamaan batalin langsung ke restonya saking keselnya"
gojek,Google Play,2025-06-07 00:18:44,Pengguna Google,1,"lama banget dapet driver buat gofood, mending pindah ke apk sebelah, ga ada perbaikan sama sekali 👎🏽"
gojek,Google Play,2025-06-06 23:12:39,Pengguna Google,5,good
gojek,Google Play,2025-06-06 23:05:47,Pengguna Google,2,"jarang banget ada promo, dan maps gojek nya sering bgt ga bisa tepat di titik jadi harus jelasin dlu ke driver untuk rute nya. gimana si gojek, bukan nya mempermudah customer jadi sering ngecewain customer"
gojek,Google Play,2025-06-06 22:50:03,Pengguna Google,1,buruk x Ampe ssh ksh pinjaman..g kyk apk dana..paling buruk sedunia
gojek,Google Play,2025-06-06 22:46:14,Pengguna Google,5,the best pokonya drivernya ramah
gojek,Google Play,2025-06-06 22:29:34,Pengguna Google,2,Gopinjam nya diperbaiki lah masa dah bayar masih ada tunggakan shibal
gojek,Google Play,2025-06-06 22:27:52,Pengguna Google,1,Perasaan saya blm pernah daftar gopay/Gojek kok ID saya sudah terdaftar di nomor lain😞
gojek,Google Play,2025-06-06 22:27:14,Pengguna Google,1,"dari jam 20.26 sampai jam 22.26 Engga ada driver yang mau ambil gofood, udah kelaperan, tidak disarankan untuk mendownload aplikasi ini"
gojek,Google Play,2025-06-06 22:25:45,Pengguna Google,1,"teruntuk para driver GoCar kalo emg ngga bisa anterin penumpang ke tujuan jangan diambil orderannya kalo emg lokasinya jauh sama orderan ya jangan diambil!! sampe akun hampir ke blokir gara"" driver pada ngga bisa anterin alesan lokasi jauh lah, tolong bgt kalo emg g bisa anterin penumpang jangan diambil orderannya!!! dan kalo mau cancel ya cancel dari drivernya!!!"
gojek,Google Play,2025-06-06 22:19:47,Pengguna Google,2,"hujan dikit aja pada gk mau angkut penumpang., aneh!!!"
gojek,Google Play,2025-06-06 22:19:06,Pengguna Google,1,MENJIJIKKAN CUIIIIHHHHH
gojek,Google Play,2025-06-06 22:17:27,Pengguna Google,1,Gila gofood makanan 80k biaya pengiriman dan penanganan 50k stress !!!!!!!!
gojek,Google Play,2025-06-06 22:17:14,Pengguna Google,3,"Kedepan tolong dibenahi utk mitra gofood, 2x pesan batal terus, kemungkinan pihak resto lagi tutup tapi aplikasi lupa tidak dimatikan khususnya di daerah Bangkalan, Madura"
gojek,Google Play,2025-06-06 22:07:21,Pengguna Google,5,sering sering kasih promosi yaaaa
gojek,Google Play,2025-06-06 22:03:44,Pengguna Google,5,Pelayanan Oke banget
gojek,Google Play,2025-06-06 21:41:51,Pengguna Google,1,tolollllll
gojek,Google Play,2025-06-06 21:37:59,Pengguna Google,1,"Gw udah jera beli makan di gofood. Kendalanya selalu di pencarian driver, yang ga ketemu (makanan udah ready) padahal jarak juga engga jauh. Pada akhirnya nanti kalau kelamaan ga dikirim, Aplikasi Gojek nge batalin sendiri. Orang yang pesen gofood itu pastinya orang laper, jadi tolong saling menghargai. Kita udah nunggu 1 jam an dari masak sampe nunggu driver, tapi aplikasi langsung batalin. INI GA HANYA TERJADI SEKALI DUA KALI, TAPI SERING."
gojek,Google Play,2025-06-06 21:32:02,Pengguna Google,5,bagud
gojek,Google Play,2025-06-06 21:26:43,Pengguna Google,5,ok
gojek,Google Play,2025-06-06 21:25:54,Pengguna Google,3,"sekarang gofoodnya udah gak bisa kasih rating ke resto yaaa, ratingnya cuma buat driver aja, ada apa nih??? apakah skrg rating bisa dibeli?? mau komplain jadi susah"
gojek,Google Play,2025-06-06 21:15:04,Pengguna Google,1,"pesanan gofoon tidak diterima padahal gopay sudah terpotong, chat admin mbulet, telpon dan chat driver tidak direspon"
gojek,Google Play,2025-06-06 21:14:19,Pengguna Google,5,bagus dan menyenangkan
gojek,Google Play,2025-06-06 21:10:45,Pengguna Google,5,good
gojek,Google Play,2025-06-06 21:09:05,Pengguna Google,1,"apk nya jelek banget, masa nunggu makanan lebih dari 1 jam, udh nunggu lama malah di batalin karna driver ga ada yang nerimanya, jangan deh kesini, mending ke Shopee food aja!!"
gojek,Google Play,2025-06-06 21:06:25,Pengguna Google,5,nice
gojek,Google Play,2025-06-06 21:06:24,Pengguna Google,5,bagus
gojek,Google Play,2025-06-06 20:52:16,Pengguna Google,5,pelayanan sangat ramah
gojek,Google Play,2025-06-06 20:50:46,Pengguna Google,1,"KHUSUS LAYANAN GOFOOD,MERUGIKAN CUSTOMER, TERLALU BANYAK BAYAR ADMN DLL, SERTA ADA BEBERAPA LAYANAN TEPAT WAKTU DENGAN MEMBAYAR LEBIH, TETAPI TIDAK PERNAH ON TIME DATANGNYA."
gojek,Google Play,2025-06-06 20:45:49,Pengguna Google,1,Saat pencarian driver terlalu lama dan sering ke cancel juga
gojek,Google Play,2025-06-06 20:43:52,Pengguna Google,5,ngebantu banget buat aktivitas sehari-hari
gojek,Google Play,2025-06-06 20:30:10,Pengguna Google,3,"suka ngelag gitu, baru kemarin pesen gojek tb tb malah ngehang sendiri dari apk nya kan saya jadi kebingungan itu beneran udah dapet gojek apa belum. Kalo udah terus ternyata gojeknya dateng tapi saya ga jadi gimana? yang rugi juga saya!"
gojek,Google Play,2025-06-06 20:30:04,Pengguna Google,5,sejauh ini baik
gojek,Google Play,2025-06-06 20:18:24,Pengguna Google,5,tambah canggih dan banyak pilihan ... memberikan solusi terbaik
gojek,Google Play,2025-06-06 20:17:47,Pengguna Google,1,ga ada paylater sama pinjamnya
gojek,Google Play,2025-06-06 20:13:00,Pengguna Google,1,wuuuuu apa lah biaya penanganan kocak bgt ni apk. harga makanan 15ribu biaya penanganan 25k udh Gilak kau
gojek,Google Play,2025-06-06 20:12:27,Pengguna Google,5,Nyoba dulu
gojek,Google Play,2025-06-06 19:54:15,Pengguna Google,1,"KAPOK SUMPAH PAKE GOPAY ,SUSAH MASUK VERIFIKASI MUKA PADAHAL SUDAH DI FACE MALAH TIDAK BISA MASIH MENDING PAKE DANA"
gojek,Google Play,2025-06-06 19:40:18,Pengguna Google,5,banyak promo keren
gojek,Google Play,2025-06-06 19:38:40,Pengguna Google,5,mantab
gojek,Google Play,2025-06-06 19:36:31,Pengguna Google,4,"Kecewa banget! udh lama jg jdi pengguna setia Gojek, baru kali ni order GoFood di batalin sepihak ama resto/drivernya tanpa persetujuan & tanpa tanya terlebih dahulu ke cstmr, order mknan jg dlm jumlah cukup bnyk, mau buat acara sm rekan', mana nungguin lama banget ternyata dpt notif pesanan di batalin sepihak tanpa tanya dlu ke cstmr 😭🙏🏻 Tlng dong Gojek di tandain/kasih sanksi gitu kek ke resto/driver yg kelakuannya kyk gitu, tysm!"
gojek,Google Play,2025-06-06 19:35:29,Pengguna Google,1,iklan tolong paten Ono cok
gojek,Google Play,2025-06-06 19:32:24,Pengguna Google,1,"order gofood malem sekitar jam 8-9 selalu ga dapat driver, aplikasi Kocak"
gojek,Google Play,2025-06-06 19:17:42,Pengguna Google,5,sangat membantu
gojek,Google Play,2025-06-06 19:10:46,Pengguna Google,1,ongkos nýa sangat mahal
gojek,Google Play,2025-06-06 18:57:09,Pengguna Google,1,"ongkirnya makin mahal njiirrr, mau pesan makan tapi ongkir lebih mahal dari harga pesanan 🤣🤣"
gojek,Google Play,2025-06-06 18:52:56,Pengguna Google,1,"sangsi dong buat driver yang batalin gofood percuma bayar expressssssssssss kalo datang nya ampe 1 jam lebih, ini udah sering terjadi bukan sekali atau 2 kali! !!!!"
gojek,Google Play,2025-06-06 18:51:23,Pengguna Google,5,belum pernqh kecewa kecualin ricis AYAMNYA GAADA
gojek,Google Play,2025-06-06 18:49:51,Pengguna Google,1,"gua gk beli apa"" malah langsung kebayar otomatis udh 2 kali pertama langganan youtube 80rb+ habis tu ngoc nguyen tu apa cok gua gk tau apa"" tiba"" ke check out"
gojek,Google Play,2025-06-06 18:45:58,Pengguna Google,1,"udah nggak ada otak biaya penanganannya, jadi males pesen lewat go food"
gojek,Google Play,2025-06-06 18:44:59,Pengguna Google,5,Good
gojek,Google Play,2025-06-06 18:33:35,Pengguna Google,2,makin buruk aja susah nentuin titik lokasinya parahhh banget
gojek,Google Play,2025-06-06 18:28:30,Pengguna Google,5,sangat baik
gojek,Google Play,2025-06-06 18:25:29,Pengguna Google,5,luarrr biasa
gojek,Google Play,2025-06-06 18:09:19,Pengguna Google,1,"nda dulu lah bintang nya apk ga guna,paling malas pake sekarang kalo order mknan respon nya setahun,driver nya pada songong skrang"
gojek,Google Play,2025-06-06 18:02:04,Pengguna Google,1,"saran gratis klo sdh ga niat, mending tutup aja bisnis nya tidak menghargai customer saya dan anak posisi lapar dihotel dan order go food menunggu hampir 1 jam makanan tidak kunjung sampai dengan keterangan makanan sedang disiapkan dan order akan telat tiba tiba keluar notif pembelian gagal dan disuruh order ulang semoga sehat2lah pegawai, mitra dan cusmoternya"
gojek,Google Play,2025-06-06 17:54:20,Pengguna Google,5,memudahkan aktivitas dan pesan makan kalau lagi males kemana mana makasiiii💋❤️
gojek,Google Play,2025-06-06 17:52:40,Pengguna Google,5,sangat membantu
gojek,Google Play,2025-06-06 17:50:25,Pengguna Google,5,aplikasi keren dan sangat dibutuhkan masyarakat luas
gojek,Google Play,2025-06-06 17:41:54,Pengguna Google,5,ok
gojek,Google Play,2025-06-06 17:28:56,Pengguna Google,5,"Alhamdulillah, terimakasih aplikasinya membantu bangett"
gojek,Google Play,2025-06-06 17:17:03,Pengguna Google,5,sangat membantu
gojek,Google Play,2025-06-06 17:03:50,Pengguna Google,5,ok
gojek,Google Play,2025-06-06 17:00:06,Pengguna Google,3,"kenapa aq isi pulsa ga masuk2, isi kuota juga ga masuk2 pdhl saldo udh keambil, pke gopay"
gojek,Google Play,2025-06-06 16:59:36,Pengguna Google,2,"Saya memiliki keluhan atas pihak gojek, di karenakan pemblokiran atas akun gopay saya, padahal saya sudh melakukan banding, tapi ttp aja masih di tolak oleh pihak gopay / gojek"
gojek,Google Play,2025-06-06 16:51:45,Pengguna Google,4,oke
gojek,Google Play,2025-06-06 16:45:15,Pengguna Google,5,gimn caranya
gojek,Google Play,2025-06-06 16:39:23,Pengguna Google,1,cuma di apkikasi ini top up uang nyampenya 2 hari
gojek,Google Play,2025-06-06 16:37:36,Pengguna Google,1,"banyak supir gojek yang tidak tahu aturan, terutama di daerah medan, seenak nya aja ngetime"
gojek,Google Play,2025-06-06 16:32:30,Pengguna Google,5,Ok bgt pokoknya aplikasi gojek
gojek,Google Play,2025-06-06 16:32:25,Pengguna Google,1,"Aplikasi Buruk, Blum Masuk Orderan Masih Loding Udh Langsung Tidak Dapat di Batalkan Pembelian, Tolong Di Kondisikan Ini Aplikasi,, perlu Di Update Lagi Aplikasi Anak Bangsa"
gojek,Google Play,2025-06-06 16:29:38,Pengguna Google,5,ok
gojek,Google Play,2025-06-06 16:27:14,Pengguna Google,5,amanah
gojek,Google Play,2025-06-06 16:22:00,Pengguna Google,5,Bagus..
gojek,Google Play,2025-06-06 16:08:23,Pengguna Google,1,"transfer lama belum masuk,parah ini."
gojek,Google Play,2025-06-06 15:45:07,Pengguna Google,5,Termurah
gojek,Google Play,2025-06-06 15:39:28,Pengguna Google,5,masih jadi yg paling praktis dan nyaman
gojek,Google Play,2025-06-06 15:29:39,Pengguna Google,5,good
gojek,Google Play,2025-06-06 15:10:52,Pengguna Google,5,nice
gojek,Google Play,2025-06-06 15:00:31,Pengguna Google,5,sangat membantu sekali dlm urusan perjalanan
gojek,Google Play,2025-06-06 14:56:49,Pengguna Google,5,Bagus
gojek,Google Play,2025-06-06 14:52:31,Pengguna Google,3,ongkir gojek sekarang sangat2 mahal
gojek,Google Play,2025-06-06 14:43:43,Pengguna Google,5,sangat memuaskan
gojek,Google Play,2025-06-06 14:19:56,Pengguna Google,5,sangat membantu bangeeett 🤩
gojek,Google Play,2025-06-06 14:16:25,Pengguna Google,5,terbaik👍💯
gojek,Google Play,2025-06-06 14:10:56,Pengguna Google,5,Alhamdulillah
gojek,Google Play,2025-06-06 14:02:30,Pengguna Google,5,murah
gojek,Google Play,2025-06-06 13:58:10,Pengguna Google,5,mantap
gojek,Google Play,2025-06-06 13:54:44,Pengguna Google,5,tepat waktu
gojek,Google Play,2025-06-06 13:38:58,Pengguna Google,4,memudahkan perjalanan ke manapun.
gojek,Google Play,2025-06-06 13:38:53,Pengguna Google,5,Promo nya jgn berhenti ya
gojek,Google Play,2025-06-06 13:38:20,Pengguna Google,5,cukup terbantu segala urusan dan keperluan yg membutuhkan akomodasi
gojek,Google Play,2025-06-06 13:33:44,Pengguna Google,1,"lain x kalau drivernya ajarin sopan santun lah, penumpangnya dimaki-maki. niat cari uang gak sih?"
gojek,Google Play,2025-06-06 13:29:17,Pengguna Google,5,respon cepat
gojek,Google Play,2025-06-06 13:24:27,Pengguna Google,1,iklan banyak😡
gojek,Google Play,2025-06-06 13:20:37,Pengguna Google,3,Barusan top up gopay tapi gak masuk tapi saldonya sudah kepotong.
gojek,Google Play,2025-06-06 13:15:54,Pengguna Google,3,"kalo gofood selaluuuuuuuuuuu telat, ga bisa on time. pdhl belinya d luar rush hour. culasnya, kalo udah kira2 telat, timer di applikasi ttg nrp menit lagi shrusnya pesenan dtg langsung diem. ga jalan lg timernya, hilih"
gojek,Google Play,2025-06-06 13:13:13,Pengguna Google,1,taiii cerita juga kaga ada pengaruh nya nyettt
gojek,Google Play,2025-06-06 13:11:48,Pengguna Google,2,driver cm 7 mnt 8 mnt aja gmau ambil blg kejauhan . org ada diskon dr gojek ny sndri tp gmau ambil krna ongkos ny ga masuk ktny. teruntuk gojek cb driver nya d ksih masukan dulu.
gojek,Google Play,2025-06-06 13:10:50,Pengguna Google,5,bagus
gojek,Google Play,2025-06-06 13:06:40,Pengguna Google,5,okelah meskipun gak pernah dapet koin
gojek,Google Play,2025-06-06 12:47:55,Pengguna Google,1,makin hari makin mahal aja
gojek,Google Play,2025-06-06 12:33:10,Pengguna Google,1,ongkirnya mahal
gojek,Google Play,2025-06-06 12:30:04,Pengguna Google,1,sya mohon sama aplikasi Gojek buat memilik driver yg sesuai plat kendaraanny biar custemer tidka bingung kan
gojek,Google Play,2025-06-06 12:28:54,Pengguna Google,5,lumayan lah buat pergi belanja
gojek,Google Play,2025-06-06 12:28:28,Pengguna Google,1,cuaca rute kami sedang baik cerang..hanya terlalu serakan merubah tarif yg tinggi ..
gojek,Google Play,2025-06-06 12:23:39,Pengguna Google,3,"sering bgttt telat, ampe sejam setengahhh sendirii, mana uda laper bgttt, katanya tepat waktu gmn si min"
gojek,Google Play,2025-06-06 11:50:47,Pengguna Google,5,"terimakasih, sangat membantu dalam kondisi tertentu"
gojek,Google Play,2025-06-06 11:41:53,Pengguna Google,1,"tolong ya beri tau driver nya atau bikin sistem kek, kalo memang ga mau anter customer jgn di trima otomatis dikira waktu saya cuman buat nunggu driver doang enggak!! disini saya sudh menunggu lama trnyata di batalin kan ngeselin jadinya saya trlambat masuk kerja!!!!"
gojek,Google Play,2025-06-06 11:29:50,Pengguna Google,4,m.
gojek,Google Play,2025-06-06 11:12:15,Pengguna Google,1,saya beli pulsa listrik. token listrik tidak muncul padahal pembayaran berhasil
gojek,Google Play,2025-06-06 11:09:54,Pengguna Google,5,jangan mahal2
gojek,Google Play,2025-06-06 10:53:50,Pengguna Google,5,bermanfaat memudahkan khidupan sehari2
gojek,Google Play,2025-06-06 10:47:09,Pengguna Google,1,"kebiasaan drivernya suka ngebatalin pesanan kita... heran saya... 🙄 Mangkanya males klw pesen makanan melalui gojek ini . Ga profesional ini drivernya, kebanyakan kyk gitu"
gojek,Google Play,2025-06-06 10:40:35,Pengguna Google,1,"penyelesaian setiap laporan selalu bad service, belum selesai main tutup laporan, giliran masih aktif ngga bisa ngechat/balas chat"
gojek,Google Play,2025-06-06 10:36:59,Pengguna Google,4,sedang tidak baikbaik saja
gojek,Google Play,2025-06-06 10:36:51,Pengguna Google,2,"dear gojek kalo memang pengantaran expres kalian lebih sering telat mending gak usah di buat pilihan expres nya orang"" memilih expres dan penambahan biaya agar makan dapat segera di nikmati nyatanya keseringan telat saya akan tetap membiarkan review ini agak kalian dapat melakukan perbaikan 👎👎👎"
gojek,Google Play,2025-06-06 10:30:59,Pengguna Google,2,"baik, sebelumnya saya mohon maaf memberikan rating rendah, jujur saya sangat kecewa dengan sistem gojek sekarang, saya akui sistem nya sangat memudahkan, namun kenapa saat kita hendak memesan baik makanan maupun layanan driver nya, terutama di bagian gofood sangat banyak ketika masih di pemilihan toko, banyak banget diskon diskon nya, namun diskon nya tidak pernah sesuai, terutama di bagian ongkirnya ,sebelum pilih toko nya tertera ongkirnya cuma jadi segini, tapi pas dah mesan ga ada perubahan"
gojek,Google Play,2025-06-06 10:30:20,Pengguna Google,5,lumayan
gojek,Google Play,2025-06-06 10:25:10,Pengguna Google,5,pelayanan cepat
gojek,Google Play,2025-06-06 10:16:52,Pengguna Google,5,nice
gojek,Google Play,2025-06-06 10:06:22,Pengguna Google,1,jelek
gojek,Google Play,2025-06-06 10:02:59,Pengguna Google,1,aplikasi ccd
gojek,Google Play,2025-06-06 09:59:15,Pengguna Google,1,"makanan sampe dingin, kecewa sama gojek, tiap kali dobel order kena saya"
gojek,Google Play,2025-06-06 09:21:53,Pengguna Google,5,dpat memudahkan saat cari makanan dn butuh transformasi
gojek,Google Play,2025-06-06 09:21:44,Pengguna Google,5,aplikasi good job
gojek,Google Play,2025-06-06 09:07:08,Pengguna Google,1,"saya sangat kecewa dengan aplikasi gojek, padahal saya sudah pake gojek plus, kejadian dapat driver gojek yg jauh dari lokasi saya sudah berulang kali, padahal didekat situ ada banyak driver yg belum dapat penumpang. puncak kekesalan saya adalah semalam nunggu 40 menit tidak ada . padahal saya sudah pilih gojek comfort, dan saya ga ada masalah sama harga yg penting di jemput dg sesuai estimasi waktu, ini nunggu 40 menit. percuma saya mentoleransi selama ini. handling komplain juga sangat jelek"
gojek,Google Play,2025-06-06 09:06:30,Pengguna Google,2,"makin lama makin sering error,top up udah masuk tpi gak bisa dipakai, notifnya sedang gangguan...2 jam lebih gak selesai²...mana mau dipakai lagi...huft"
gojek,Google Play,2025-06-06 08:57:50,Pengguna Google,5,top
gojek,Google Play,2025-06-06 08:50:48,Pengguna Google,1,"gojek ini tipikal kapitalis macam telkomsel, semakin sering pakai harga nya malah makin naik, nanti kalau udah lama gak pakai bisa sedikit murah lagi, kalau mau customer stay harusnya yang konsisten."
gojek,Google Play,2025-06-06 08:46:50,Pengguna Google,1,mantap makin murah meriah
gojek,Google Play,2025-06-06 08:44:56,Pengguna Google,5,aman
gojek,Google Play,2025-06-06 08:44:50,Pengguna Google,5,nyaman
gojek,Google Play,2025-06-06 08:25:05,Pengguna Google,1,uang saya tdk masuk2 lg di perbaiki mulu lama jd ga bisa di pake
gojek,Google Play,2025-06-06 08:21:51,Pengguna Google,4,"tolong dong admin gojek, kasih edukasi ke drivernya. masa orderan jauh gak mau di ambil. malah cust yg di suruh cancel bukannya mempermudah malah memperlambat"
gojek,Google Play,2025-06-06 08:17:52,Pengguna Google,5,Mayan
gojek,Google Play,2025-06-06 08:03:41,Pengguna Google,1,"gojek mending hapus metode pembayaran cod deh, kebanyakan driver kagak punya uang buat kembalian, ujung ujungnya saya kasih semua uang cash saya buat driver, lebih akurat aja pakai gopay, diwajibkannya saja untuk isi gopay untuk metode pembayaran gojek"
gojek,Google Play,2025-06-06 07:54:15,Pengguna Google,4,okey
gojek,Google Play,2025-06-06 07:16:07,Pengguna Google,1,"Bad mood banget. makin lama app ini ngeselin. Tarif sering banget melonjak naik. udah naik berlebihan nunggu driverpun lebih dari 20 menit sampai telattt banget saya. Promo pun seribu 2rb buat apa yaa? saran : ga usah diadain tuh diskon², kayaknya customer lebih dari sanggup bayar asal ditargetin drivernya paling lama 2 menit nemu & jarak deket. kalau ada event/hari raya yg buat semua/sebagian driver ga bisa ambil orderan, tutup sementara ini app, biar customer cari cara lain Terimakasih."
gojek,Google Play,2025-06-06 06:42:20,Pengguna Google,5,Gojek pelayanannya is the best
gojek,Google Play,2025-06-06 06:40:24,Pengguna Google,5,Tingakatkan
gojek,Google Play,2025-06-06 06:05:29,Pengguna Google,1,susah bgt dpet driver
gojek,Google Play,2025-06-06 06:02:41,Pengguna Google,1,"pesanan di tolak ,,,, pilih pilih"
gojek,Google Play,2025-06-06 05:54:13,Pengguna Google,5,sangat membantu
gojek,Google Play,2025-06-06 05:47:56,Pengguna Google,1,"tolong di perbaiki atau d beri sangsi ka untuk driver yg mandang harga , saya pesan go car sudah 2jam dan sudah 5x di saat hujan dengan anak saya yg masih bayi tidak pernah ada yg ngambil, sangat mngecewakan"
gojek,Google Play,2025-06-06 05:33:14,Pengguna Google,1,"driver ambil order tapi TDK menjemput,"
gojek,Google Play,2025-06-06 04:59:26,Pengguna Google,5,sangat membantu
gojek,Google Play,2025-06-06 03:49:53,Pengguna Google,5,mantap
gojek,Google Play,2025-06-06 03:02:59,Pengguna Google,5,semoga gojek yang terdepan
gojek,Google Play,2025-06-06 02:57:41,Pengguna Google,5,"aplikasi serbaguna,smnga mkn sukses slalu"
gojek,Google Play,2025-06-06 02:53:33,Pengguna Google,5,good job
gojek,Google Play,2025-06-06 02:36:31,Pengguna Google,1,"transaksi gofood gabisa diproses karena kartu debit sedang eror, tapi saldo masih kepotong dan proses pengembaliannya lama bahkan gak balik sama sekali saldonya. di status transaksi batal dan dana sudah direfund, tapi gaada sama sekali masuk saldo dari mutasi rekening."
gojek,Google Play,2025-06-06 02:21:28,Pengguna Google,5,okee baikkk
gojek,Google Play,2025-06-06 01:52:56,Pengguna Google,5,bagus bgt👍
gojek,Google Play,2025-06-06 00:40:34,Pengguna Google,1,cukup kecewa sama drefer nya si. ketika memesa dan dapat drefer yang agak jauh dari lokasi saya lalu oleh drefer nya di batalkan sampai 6 kali di batalkan di karnakan aga jauh penjemputan nya dengan si drefer tersebut
gojek,Google Play,2025-06-06 00:16:58,Pengguna Google,5,penemuan lokasi yang sangat bagus
gojek,Google Play,2025-06-05 23:39:03,Pengguna Google,1,"fitur chat di gojek sangat menganggu banyak chat2 gk jelas, padahal saya user sudah lama, minta tolong bagaimana cara hapus akun gojek? tanpa menghapus akun gopay saya? ^maura yang saya tanyakan, klu akun gojek saya hapus akun gopay saya ikut terhapus juga tidak?"
gojek,Google Play,2025-06-05 23:35:19,Pengguna Google,5,lebih mudah menggunakan aplikasi ini 😇
